baseline,mass,friction,noise,delay,disturbance,seed,diverged,stability_margin,learning_drift,rmse_tracking,recovery_time,control_effort,smoothness,tag
B0,0.5,0.1,0.0,2,step,12,False,1.0,0.0,0.10190579551612382,2.68,24.95509998536732,3.6356101624455825,OK
B0,0.5,0.1,0.0,2,step,13,False,1.0,0.0,0.10190581057806423,2.74,24.95508190863468,3.6356101925943665,OK
B0,0.5,0.1,0.0,2,step,14,False,1.0,0.0,0.10190586299760516,3.5700000000000003,24.95501899679737,3.6356102975201607,OK
B0,0.5,0.1,0.0,2,step,15,False,1.0,0.0,0.1019068912015338,2.02,24.95378498100936,3.635612355639766,OK
B0,0.5,0.1,0.0,2,step,16,False,1.0,0.0,0.10190587311801402,3.2,24.955006850683596,3.6356103177777266,OK
B0,0.5,0.1,0.0,2,step,17,False,1.0,0.0,0.10190585014227461,3.06,24.95503442525408,3.635610271788225,OK
B0,0.5,0.1,0.0,2,step,18,False,1.0,0.0,0.10190617887443054,2.31,24.954639893375898,3.63561092979747,OK
B0,0.5,0.1,0.0,2,step,19,False,1.0,0.0,0.10190515411285646,2.11,24.955869769189754,3.635608878582618,OK
B0,0.5,0.1,0.0,6,impulse,0,False,1.0,0.0,0.10295098706346943,2.98,56.37110739049716,4.158777660672191,OK
B0,0.5,0.1,0.0,6,impulse,1,False,1.0,0.0,0.10295095075337327,2.34,56.371138795463786,4.158774708659226,OK
B0,0.5,0.1,0.0,6,impulse,2,False,1.0,0.0,0.10295108744936904,2.14,56.3709951671412,4.15877127063988,OK
B0,0.5,0.1,0.0,6,impulse,3,False,1.0,0.0,0.10295097567668757,2.6,56.371172294816844,4.158779292743025,OK
B0,0.5,0.1,0.0,6,impulse,4,False,1.0,0.0,0.1029510060507744,2.6,56.371020974071826,4.158775284193752,OK
B0,0.5,0.1,0.0,6,impulse,5,False,1.0,0.0,0.10295099049918785,3.59,56.37109631177015,4.158777252779621,OK
B0,0.5,0.1,0.0,6,impulse,6,False,1.0,0.0,0.10295099140344784,3.46,56.3710929915217,4.158777217274396,OK
B0,0.5,0.1,0.0,6,impulse,7,False,1.0,0.0,0.10295099829200793,2.82,56.37112228391519,4.1587781990328585,OK
B0,0.5,0.1,0.0,6,impulse,8,False,1.0,0.0,0.10295097379384653,2.58,56.37115685240594,4.158779179900594,OK
B0,0.5,0.1,0.0,6,impulse,9,False,1.0,0.0,0.10295099258999937,3.18,56.37109801852872,4.158777456172973,OK
B0,0.5,0.1,0.0,6,impulse,10,False,1.0,0.0,0.10295099140344784,3.46,56.3710929915217,4.158777217274396,OK
B0,0.5,0.1,0.0,6,impulse,11,False,1.0,0.0,0.10295098903919996,3.15,56.371099727397386,4.1587771981031345,OK
B0,0.5,0.1,0.0,6,impulse,12,False,1.0,0.0,0.10295098922965341,3.21,56.37109224981607,4.158777092069301,OK
B0,0.5,0.1,0.0,6,impulse,13,False,1.0,0.0,0.1029509797882511,2.66,56.37117288584984,4.158778573418094,OK
B0,0.5,0.1,0.0,6,impulse,14,False,1.0,0.0,0.10295094247359339,2.27,56.3714072005704,4.158781451661774,OK
B0,0.5,0.1,0.0,6,impulse,15,False,1.0,0.0,0.10295096826017099,2.5300000000000002,56.371088589511444,4.15877792124732,OK
B0,0.5,0.1,0.0,6,impulse,16,False,1.0,0.0,0.10295099611335462,2.92,56.371104937052195,4.158777321240523,OK
B0,0.5,0.1,0.0,6,impulse,17,False,1.0,0.0,0.10295098976056571,3.33,56.37109499675001,4.158777284199454,OK
B0,0.5,0.1,0.0,6,impulse,18,False,1.0,0.0,0.1029509602043031,2.46,56.37098235850371,4.158774616277588,OK
B0,0.5,0.1,0.0,6,impulse,19,False,1.0,0.0,0.10295099062072181,3.73,56.37109615577858,4.1587772838288775,OK
B0,0.5,0.1,0.0,6,step,0,False,1.0,0.0,0.1042656646635293,3.94,58.69644968860822,4.163670410327989,OK
B0,0.5,0.1,0.0,6,step,1,False,1.0,0.0,0.10426565523380472,3.45,58.696462668677036,4.163670378828818,OK
B0,0.5,0.1,0.0,6,step,2,False,1.0,0.0,0.10426482500690124,2.23,58.69770003178886,4.163668602253648,OK
B0,0.5,0.1,0.0,6,step,3,False,1.0,0.0,0.10426566998180047,3.5100000000000002,58.69644692788723,4.163670536724397,OK
B0,0.5,0.1,0.0,6,step,4,False,1.0,0.0,0.1042657770451453,2.77,58.696492587211225,4.163673641584005,OK
B0,0.5,0.1,0.0,6,step,5,False,1.0,0.0,0.10426549271879783,2.65,58.69666659236152,4.163669054817901,OK
B0,0.5,0.1,0.0,6,step,6,False,1.0,0.0,0.1042665972845282,2.2,58.69461283623493,4.163658485864824,OK
B0,0.5,0.1,0.0,6,step,7,False,1.0,0.0,0.10426616531048544,2.38,58.69661976925778,4.163682291472531,OK
B0,0.5,0.1,0.0,6,step,8,False,1.0,0.0,0.10426572034582764,2.94,58.696335899332155,4.163668612211557,OK
B0,0.5,0.1,0.0,6,step,9,False,1.0,0.0,0.10426566895946653,3.56,58.69645118347215,4.163670550145248,OK
B0,0.5,0.1,0.0,6,step,10,False,1.0,0.0,0.10426413706512407,2.08,58.6985060257274,4.163705576625144,OK
B0,0.5,0.1,0.0,6,step,11,False,1.0,0.0,0.10426565462552449,3.43,58.69646630949896,4.163670463814169,OK
B0,0.5,0.1,0.0,6,step,12,False,1.0,0.0,0.10426550914327065,2.68,58.69655290807214,4.163667136941184,OK
B0,0.5,0.1,0.0,6,step,13,False,1.0,0.0,0.10426553712090446,2.74,58.69641915553467,4.163666273123623,OK
B0,0.5,0.1,0.0,6,step,14,False,1.0,0.0,0.1042656579456673,3.5700000000000003,58.69644811841524,4.163670202632195,OK
B0,0.5,0.1,0.0,6,step,15,False,1.0,0.0,0.10426762698677913,2.02,58.696047987835165,4.163676658224335,OK
B0,0.5,0.1,0.0,6,step,16,False,1.0,0.0,0.10426568561113786,3.2,58.69645659798266,4.163670872752013,OK
B0,0.5,0.1,0.0,6,step,17,False,1.0,0.0,0.10426562739996072,3.06,58.696494451374164,4.163670073149445,OK
B0,0.5,0.1,0.0,6,step,18,False,1.0,0.0,0.10426630429903,2.31,58.696454850451666,4.163690530824688,OK
B0,0.5,0.1,0.0,6,step,19,False,1.0,0.0,0.10426432129652771,2.11,58.69894049272109,4.163710996785179,OK
B0,0.5,0.1,0.02,0,impulse,0,False,1.0,0.0,0.10048769637655351,2.98,18.854902923891277,8.664526877615852,CHATTER
B0,0.5,0.1,0.02,0,impulse,1,False,1.0,0.0,0.09969552352190571,2.34,19.744545056578946,9.405192754957062,CHATTER
B0,0.5,0.1,0.02,0,impulse,2,False,1.0,0.0,0.10018228707900763,2.14,19.458526390682735,9.368406874753058,CHATTER
B0,0.5,0.1,0.02,0,impulse,3,False,1.0,0.0,0.10010051147142551,2.6,19.444562068054783,9.445888576231866,CHATTER
B0,0.5,0.1,0.02,0,impulse,4,False,1.0,0.0,0.09996241712531657,2.6,19.70087644245031,9.27592686126488,CHATTER
B0,0.5,0.1,0.02,0,impulse,5,False,1.0,0.0,0.10022113346957567,3.59,19.59054190071421,9.24606889855038,CHATTER
B0,0.5,0.1,0.02,0,impulse,6,False,1.0,0.0,0.09993479369907547,3.46,19.8028904882378,9.20521608257648,CHATTER
B0,0.5,0.1,0.02,0,impulse,7,False,1.0,0.0,0.09936403653441868,2.82,20.08194578638964,9.270052609979967,CHATTER
B0,0.5,0.1,0.02,0,impulse,8,False,1.0,0.0,0.09989797018431339,2.58,19.6311514560794,9.50407178086072,CHATTER
B0,0.5,0.1,0.02,0,impulse,9,False,1.0,0.0,0.10008518322391094,3.18,19.721808561656605,9.471268625645004,CHATTER
B0,0.5,0.1,0.02,0,impulse,10,False,1.0,0.0,0.10015016520462837,3.46,19.131561890526648,9.118517723920728,CHATTER
B0,0.5,0.1,0.02,0,impulse,11,False,1.0,0.0,0.09977189646191507,3.15,19.68044713602891,9.53840343835464,CHATTER
B0,0.5,0.1,0.02,0,impulse,12,False,1.0,0.0,0.09985417272886386,3.21,19.753011104924273,9.274763130333461,CHATTER
B0,0.5,0.1,0.02,0,impulse,13,False,1.0,0.0,0.09978979584258524,2.66,19.4505503200976,8.942044806515405,CHATTER
B0,0.5,0.1,0.02,0,impulse,14,False,1.0,0.0,0.09997006091006236,2.27,19.575187361778514,9.283951362723178,CHATTER
B0,0.5,0.1,0.02,0,impulse,15,False,1.0,0.0,0.10009008152495327,2.5300000000000002,19.474649831889835,9.133177310296707,CHATTER
B0,0.5,0.1,0.02,0,impulse,16,False,1.0,0.0,0.09984578340983294,2.92,19.679121140365503,9.4029087352281,CHATTER
B0,0.5,0.1,0.02,0,impulse,17,False,1.0,0.0,0.09987549669044771,3.33,19.490366086314573,8.912546686895508,CHATTER
B0,0.5,0.1,0.02,0,impulse,18,False,1.0,0.0,0.09969623337251808,2.46,19.83911830127807,9.430540279070952,CHATTER
B0,0.5,0.1,0.02,0,impulse,19,False,1.0,0.0,0.0998003429032606,3.73,19.661367898756875,9.23775782657371,CHATTER
B0,0.5,0.1,0.02,0,step,0,False,1.0,0.0,0.10188773031031535,3.94,20.92913866052035,8.665074622574304,CHATTER
B0,0.5,0.1,0.02,0,step,1,False,1.0,0.0,0.10108751302598508,3.45,21.809467189358998,9.407895125880554,CHATTER
B0,0.5,0.1,0.02,0,step,2,False,1.0,0.0,0.1016449185258861,2.23,21.536501840562178,9.366608126411325,CHATTER
B0,0.5,0.1,0.02,0,step,3,False,1.0,0.0,0.10154063580774653,3.5100000000000002,21.536303581267095,9.451536971173507,CHATTER
B0,0.5,0.1,0.02,0,step,4,False,1.0,0.0,0.10129928188911815,2.77,21.792274040763285,9.277866720663607,CHATTER
B0,0.5,0.1,0.02,0,step,5,False,1.0,0.0,0.10156451624959449,2.65,21.704636211859274,9.253551372076993,CHATTER
B0,0.5,0.1,0.02,0,step,6,False,1.0,0.0,0.10122474956381385,2.2,21.882546914821436,9.205540310043375,CHATTER
B0,0.5,0.1,0.02,0,step,7,False,1.0,0.0,0.10075358424444189,2.38,22.173452414498144,9.267236417511175,CHATTER
B0,0.5,0.1,0.02,0,step,8,False,1.0,0.0,0.10116040137757787,2.94,21.756484629672315,9.507785721782005,CHATTER
B0,0.5,0.1,0.02,0,step,9,False,1.0,0.0,0.10147978677954252,3.56,21.8213944930872,9.472946511837518,CHATTER
B0,0.5,0.1,0.02,0,step,10,False,1.0,0.0,0.10156079917412905,2.08,21.215720420961716,9.122903038409623,CHATTER
B0,0.5,0.1,0.02,0,step,11,False,1.0,0.0,0.10097985757849258,3.43,21.76824347375658,9.540609890195446,CHATTER
B0,0.5,0.1,0.02,0,step,12,False,1.0,0.0,0.1011059433065198,2.68,21.834087938690722,9.28003473502067,CHATTER
B0,0.5,0.1,0.02,0,step,13,False,1.0,0.0,0.10107653169844849,2.74,21.564852864440308,8.93978606413209,CHATTER
B0,0.5,0.1,0.02,0,step,14,False,1.0,0.0,0.10130369656841484,3.5700000000000003,21.62944173856687,9.287083082294071,CHATTER
B0,0.5,0.1,0.02,0,step,15,False,1.0,0.0,0.10145279687011816,2.02,21.566801030529746,9.13683500989559,CHATTER
B0,0.5,0.1,0.02,0,step,16,False,1.0,0.0,0.10119560836675409,3.2,21.78152921041757,9.402744381175197,CHATTER
B0,0.5,0.1,0.02,0,step,17,False,1.0,0.0,0.10121619185931884,3.06,21.60111157902783,8.920388706551481,CHATTER
B0,0.5,0.1,0.02,0,step,18,False,1.0,0.0,0.10097396238294175,2.31,21.92057985318801,9.429038367762027,CHATTER
B0,0.5,0.1,0.02,0,step,19,False,1.0,0.0,0.10114917181250106,2.11,21.754684096527726,9.242722231713541,CHATTER
B0,0.5,0.1,0.02,2,impulse,0,False,1.0,0.0,0.10122139417485868,2.98,25.14357145790156,8.779324173146295,CHATTER
B0,0.5,0.1,0.02,2,impulse,1,False,1.0,0.0,0.10045906416965318,2.34,26.077531434759084,9.366304263933511,CHATTER
B0,0.5,0.1,0.02,2,impulse,2,False,1.0,0.0,0.10091818059302564,2.14,25.79764732247543,9.418536915881122,CHATTER
B0,0.5,0.1,0.02,2,impulse,3,False,1.0,0.0,0.10083758609834399,2.6,25.901313563899194,9.577569706854204,CHATTER
B0,0.5,0.1,0.02,2,impulse,4,False,1.0,0.0,0.10071306988332826,2.6,26.05602693579675,9.333085098375479,CHATTER
B0,0.5,0.1,0.02,2,impulse,5,False,1.0,0.0,0.10095564350954742,3.59,25.988465583656822,9.358203087932546,CHATTER
B0,0.5,0.1,0.02,2,impulse,6,False,1.0,0.0,0.10068372444271889,3.46,26.27490878687438,9.239131370002628,CHATTER
B0,0.5,0.1,0.02,2,impulse,7,False,1.0,0.0,0.10013125971656064,2.82,26.68486475167987,9.315121354585242,CHATTER
B0,0.5,0.1,0.02,2,impulse,8,False,1.0,0.0,0.10064993639159643,2.58,26.116854303906077,9.683414708811842,CHATTER
B0,0.5,0.1,0.02,2,impulse,9,False,1.0,0.0,0.10082555974124148,3.18,26.13761298075929,9.489920398781297,CHATTER
B0,0.5,0.1,0.02,2,impulse,10,False,1.0,0.0,0.10089505352806351,3.46,25.414624097377096,9.226704642179472,CHATTER
B0,0.5,0.1,0.02,2,impulse,11,False,1.0,0.0,0.100527615725915,3.15,26.11568384139894,9.662173993720883,CHATTER
B0,0.5,0.1,0.02,2,impulse,12,False,1.0,0.0,0.10060278686169903,3.21,26.31532393805961,9.358910866749735,CHATTER
B0,0.5,0.1,0.02,2,impulse,13,False,1.0,0.0,0.10054880088939352,2.66,25.846956736503817,9.055191162757948,CHATTER
B0,0.5,0.1,0.02,2,impulse,14,False,1.0,0.0,0.10071788463921168,2.27,26.01127208453493,9.420041493238783,CHATTER
B0,0.5,0.1,0.02,2,impulse,15,False,1.0,0.0,0.10083449169068634,2.5300000000000002,26.025639091954613,9.263513998008435,CHATTER
B0,0.5,0.1,0.02,2,impulse,16,False,1.0,0.0,0.10060035898155298,2.92,26.023553389962753,9.479211901360552,CHATTER
B0,0.5,0.1,0.02,2,impulse,17,False,1.0,0.0,0.10062497811568297,3.33,25.871174852870794,8.935178033477307,CHATTER
B0,0.5,0.1,0.02,2,impulse,18,False,1.0,0.0,0.10045668198963642,2.46,26.264096492599634,9.486174843957084,CHATTER
B0,0.5,0.1,0.02,2,impulse,19,False,1.0,0.0,0.10055505729575447,3.73,26.129970656921145,9.320942527480979,CHATTER
B0,0.5,0.1,0.02,2,step,0,False,1.0,0.0,0.102615048801997,3.94,27.256007921890195,8.780741072650724,CHATTER
B0,0.5,0.1,0.02,2,step,1,False,1.0,0.0,0.10184207358282288,3.45,28.1697927306399,9.36916038067383,CHATTER
B0,0.5,0.1,0.02,2,step,2,False,1.0,0.0,0.10237285080757877,2.23,27.91372801298477,9.417597905848734,CHATTER
B0,0.5,0.1,0.02,2,step,3,False,1.0,0.0,0.10227008848392519,3.5100000000000002,28.034915857558776,9.583511512803854,CHATTER
B0,0.5,0.1,0.02,2,step,4,False,1.0,0.0,0.1020449720881205,2.77,28.19249646074648,9.335526561134651,CHATTER
B0,0.5,0.1,0.02,2,step,5,False,1.0,0.0,0.10229455974451425,2.65,28.15126338269259,9.367263386443282,CHATTER
B0,0.5,0.1,0.02,2,step,6,False,1.0,0.0,0.10196742281105368,2.2,28.386475279394755,9.23945683943883,CHATTER
B0,0.5,0.1,0.02,2,step,7,False,1.0,0.0,0.1015156613086124,2.38,28.831501266993886,9.313106228001134,CHATTER
B0,0.5,0.1,0.02,2,step,8,False,1.0,0.0,0.10190977825777864,2.94,28.292906569054768,9.688644813784801,CHATTER
B0,0.5,0.1,0.02,2,step,9,False,1.0,0.0,0.10221736297129645,3.56,28.271400776969887,9.492653948608345,CHATTER
B0,0.5,0.1,0.02,2,step,10,False,1.0,0.0,0.10230019077024033,2.08,27.527935707174297,9.23191617501624,CHATTER
B0,0.5,0.1,0.02,2,step,11,False,1.0,0.0,0.10173361145685376,3.43,28.237442526624136,9.665629865070487,CHATTER
B0,0.5,0.1,0.02,2,step,12,False,1.0,0.0,0.1018473983155324,2.68,28.435214755688413,9.364264080018817,CHATTER
B0,0.5,0.1,0.02,2,step,13,False,1.0,0.0,0.10183118492131744,2.74,28.013391231899877,9.053377921689913,CHATTER
B0,0.5,0.1,0.02,2,step,14,False,1.0,0.0,0.10204170804622206,3.5700000000000003,28.097449365438347,9.423287242824523,CHATTER
B0,0.5,0.1,0.02,2,step,15,False,1.0,0.0,0.102192290271255,2.02,28.145014444797816,9.267992678107246,CHATTER
B0,0.5,0.1,0.02,2,step,16,False,1.0,0.0,0.10194655007629634,3.2,28.166243207802683,9.479276069078855,CHATTER
B0,0.5,0.1,0.02,2,step,17,False,1.0,0.0,0.10196028353233343,3.06,28.035798682937788,8.943708021387646,CHATTER
B0,0.5,0.1,0.02,2,step,18,False,1.0,0.0,0.10172826352772692,2.31,28.383144413615447,9.485862370374958,CHATTER
B0,0.5,0.1,0.02,2,step,19,False,1.0,0.0,0.10189867273747653,2.11,28.257384520284887,9.326330201153018,CHATTER
B0,0.5,0.1,0.02,6,impulse,0,False,1.0,0.0,0.10356775031921567,2.98,59.61484242396723,9.367836579590229,CHATTER
B0,0.5,0.1,0.02,6,impulse,1,False,1.0,0.0,0.10286589694947196,2.34,59.38477780262768,9.935337849987402,CHATTER
B0,0.5,0.1,0.02,6,impulse,2,False,1.0,0.0,0.10324705873800674,2.14,58.67256648364045,9.979143960322483,CHATTER
B0,0.5,0.1,0.02,6,impulse,3,False,1.0,0.0,0.10319696681375569,2.6,60.302908343225035,10.07937091271189,CHATTER
B0,0.5,0.1,0.02,6,impulse,4,False,1.0,0.0,0.10309029629627094,2.6,58.4419690794061,9.758663341829472,CHATTER
B0,0.5,0.1,0.02,6,impulse,5,False,1.0,0.0,0.10328189944833549,3.59,58.60452511046301,9.827911454760065,CHATTER
B0,0.5,0.1,0.02,6,impulse,6,False,1.0,0.0,0.10306495419574799,3.46,60.55663936117383,9.752632532332793,CHATTER
B0,0.5,0.1,0.02,6,impulse,7,False,1.0,0.0,0.10257358268290985,2.82,61.339330905412226,9.833917698765932,CHATTER
B0,0.5,0.1,0.02,6,impulse,8,False,1.0,0.0,0.1030488420305623,2.58,60.501628860616975,10.150911863372496,CHATTER
