baseline,mass,friction,noise,delay,disturbance,seed,diverged,stability_margin,learning_drift,rmse_tracking,recovery_time,control_effort,smoothness,tag
B0,0.5,0.35,0.02,0,step,15,False,1.0,0.0,0.10277750843991146,2.02,20.972874486554574,9.125369555822218,CHATTER
B0,0.5,0.35,0.02,0,step,16,False,1.0,0.0,0.10251525890527856,3.2,21.19260618724582,9.391491988623535,CHATTER
B0,0.5,0.35,0.02,0,step,17,False,1.0,0.0,0.10253094560208752,3.06,21.016120646197777,8.909148719151553,CHATTER
B0,0.5,0.35,0.02,0,step,18,False,1.0,0.0,0.10229187023522619,2.31,21.323511100968926,9.417628579944083,CHATTER
B0,0.5,0.35,0.02,0,step,19,False,1.0,0.0,0.1024666595143324,2.11,21.16287137205888,9.231236283372734,CHATTER
B0,0.5,0.35,0.02,2,impulse,0,False,1.0,0.0,0.10261572035559278,2.98,24.19515873940197,8.762046107798078,CHATTER
B0,0.5,0.35,0.02,2,impulse,1,False,1.0,0.0,0.10182671082409302,2.34,25.116046226381133,9.348723444816512,CHATTER
B0,0.5,0.35,0.02,2,impulse,2,False,1.0,0.0,0.10230635297374417,2.14,24.85853621218339,9.401109921463663,CHATTER
B0,0.5,0.35,0.02,2,impulse,3,False,1.0,0.0,0.10222669449148226,2.6,24.948624275878537,9.559951218163613,CHATTER
B0,0.5,0.35,0.02,2,impulse,4,False,1.0,0.0,0.10209647756638757,2.6,25.103053494235247,9.315912357549168,CHATTER
B0,0.5,0.35,0.02,2,impulse,5,False,1.0,0.0,0.10234254849030676,3.59,25.04884548933661,9.341123323931889,CHATTER
B0,0.5,0.35,0.02,2,impulse,6,False,1.0,0.0,0.10206962418229887,3.46,25.316016908465027,9.221549454197982,CHATTER
B0,0.5,0.35,0.02,2,impulse,7,False,1.0,0.0,0.10149657444001811,2.82,25.700469300316442,9.297126397121662,CHATTER
B0,0.5,0.35,0.02,2,impulse,8,False,1.0,0.0,0.10202754797241632,2.58,25.147810500218835,9.665889128957906,CHATTER
B0,0.5,0.35,0.02,2,impulse,9,False,1.0,0.0,0.10222214429029688,3.18,25.175436055614572,9.472159505032995,CHATTER
B0,0.5,0.35,0.02,2,impulse,10,False,1.0,0.0,0.10226753342694772,3.46,24.47308862319257,9.20933315162319,CHATTER
B0,0.5,0.35,0.02,2,impulse,11,False,1.0,0.0,0.10190490243031657,3.15,25.150312534513347,9.644526191854192,CHATTER
B0,0.5,0.35,0.02,2,impulse,12,False,1.0,0.0,0.10197759519661326,3.21,25.35582935217793,9.341012438006196,CHATTER
B0,0.5,0.35,0.02,2,impulse,13,False,1.0,0.0,0.10191997999495554,2.66,24.8821213312959,9.03783523895381,CHATTER
B0,0.5,0.35,0.02,2,impulse,14,False,1.0,0.0,0.1020966630526552,2.27,25.052533156532473,9.402589384898981,CHATTER
B0,0.5,0.35,0.02,2,impulse,15,False,1.0,0.0,0.10222145282753922,2.5300000000000002,25.049101080441176,9.245374283167589,CHATTER
B0,0.5,0.35,0.02,2,impulse,16,False,1.0,0.0,0.1019814314165417,2.92,25.062386024276417,9.461991839801785,CHATTER
B0,0.5,0.35,0.02,2,impulse,17,False,1.0,0.0,0.10200157460003745,3.33,24.913721712434416,8.917616788211955,CHATTER
B0,0.5,0.35,0.02,2,impulse,18,False,1.0,0.0,0.1018345574351981,2.46,25.289721390363216,9.468539566094911,CHATTER
B0,0.5,0.35,0.02,2,impulse,19,False,1.0,0.0,0.10193467436041358,3.73,25.15268523601776,9.303094210124287,CHATTER
B0,0.5,0.35,0.02,2,step,0,False,1.0,0.0,0.10397884455721706,3.94,26.275586107129513,8.763345549369028,CHATTER
B0,0.5,0.35,0.02,2,step,1,False,1.0,0.0,0.10317934353313257,3.45,27.172038374239214,9.351481858313385,CHATTER
B0,0.5,0.35,0.02,2,step,2,False,1.0,0.0,0.10372840670065464,2.23,26.939831826847485,9.40005253221642,CHATTER
B0,0.5,0.35,0.02,2,step,3,False,1.0,0.0,0.10362722481119098,3.5100000000000002,27.04637470876904,9.565758876833076,CHATTER
B0,0.5,0.35,0.02,2,step,4,False,1.0,0.0,0.10339856800608418,2.77,27.205078332622342,9.31819901695466,CHATTER
B0,0.5,0.35,0.02,2,step,5,False,1.0,0.0,0.10365110738843707,2.65,27.177260381649475,9.350062733914498,CHATTER
B0,0.5,0.35,0.02,2,step,6,False,1.0,0.0,0.10332518401092967,2.2,27.393643501208963,9.221797296518261,CHATTER
B0,0.5,0.35,0.02,2,step,7,False,1.0,0.0,0.10285131846765785,2.38,27.815363517483824,9.294960946167798,CHATTER
B0,0.5,0.35,0.02,2,step,8,False,1.0,0.0,0.10325671238932124,2.94,27.28568105005703,9.670988377125616,CHATTER
B0,0.5,0.35,0.02,2,step,9,False,1.0,0.0,0.103581507641108,3.56,27.278035622386675,9.474826649398034,CHATTER
B0,0.5,0.35,0.02,2,step,10,False,1.0,0.0,0.10364115134306207,2.08,26.558570259166235,9.214508284741317,CHATTER
B0,0.5,0.35,0.02,2,step,11,False,1.0,0.0,0.1030847128908978,3.43,27.243249364718867,9.6479086990615,CHATTER
B0,0.5,0.35,0.02,2,step,12,False,1.0,0.0,0.1031941055835912,2.68,27.440937280370157,9.346283399028454,CHATTER
B0,0.5,0.35,0.02,2,step,13,False,1.0,0.0,0.10317291150518348,2.74,27.00981978129,9.035828935929736,CHATTER
B0,0.5,0.35,0.02,2,step,14,False,1.0,0.0,0.10339080636301916,3.5700000000000003,27.104841180187986,9.40572136073206,CHATTER
B0,0.5,0.35,0.02,2,step,15,False,1.0,0.0,0.1035484667442049,2.02,27.133041154144397,9.24980682181909,CHATTER
B0,0.5,0.35,0.02,2,step,16,False,1.0,0.0,0.10329682755404565,3.2,27.17311254790872,9.461979022582975,CHATTER
B0,0.5,0.35,0.02,2,step,17,False,1.0,0.0,0.10330695212094557,3.06,27.04360931341199,8.9259882192035,CHATTER
B0,0.5,0.35,0.02,2,step,18,False,1.0,0.0,0.10307668859300631,2.31,27.372615921101517,9.468096517057813,CHATTER
B0,0.5,0.35,0.02,2,step,19,False,1.0,0.0,0.10324722464006422,2.11,27.249079108081506,9.308385303879524,CHATTER
B0,0.5,0.35,0.02,6,impulse,0,False,1.0,0.0,0.10489152749651928,2.98,54.594805589652594,9.285972740200656,CHATTER
B0,0.5,0.35,0.02,6,impulse,1,False,1.0,0.0,0.10416207755540212,2.34,54.533736365090576,9.858606831461108,CHATTER
B0,0.5,0.35,0.02,6,impulse,2,False,1.0,0.0,0.10456959947035478,2.14,53.889068192042025,9.903454054603795,CHATTER
B0,0.5,0.35,0.02,6,impulse,3,False,1.0,0.0,0.10451588625123584,2.6,55.26293385276692,9.997240156439572,CHATTER
B0,0.5,0.35,0.02,6,impulse,4,False,1.0,0.0,0.10440042951139539,2.6,53.59938180162301,9.683230296828848,CHATTER
B0,0.5,0.35,0.02,6,impulse,5,False,1.0,0.0,0.10460385272285921,3.59,53.84930314374803,9.75263948015034,CHATTER
B0,0.5,0.35,0.02,6,impulse,6,False,1.0,0.0,0.10437947807653038,3.46,55.5702269931423,9.672143534817296,CHATTER
B0,0.5,0.35,0.02,6,impulse,7,False,1.0,0.0,0.10386362389409409,2.82,56.288103481025736,9.753055031410513,CHATTER
B0,0.5,0.35,0.02,6,impulse,8,False,1.0,0.0,0.10435295661342107,2.58,55.485957496686005,10.070143144126957,CHATTER
B0,0.5,0.35,0.02,6,impulse,9,False,1.0,0.0,0.10451915740011176,3.18,55.81455304052434,9.999387493026095,CHATTER
B0,0.5,0.35,0.02,6,impulse,10,False,1.0,0.0,0.10455481905089152,3.46,54.65190760732636,9.730528964991866,CHATTER
B0,0.5,0.35,0.02,6,impulse,11,False,1.0,0.0,0.10422694659499178,3.15,54.95497127950999,10.09462206885564,CHATTER
B0,0.5,0.35,0.02,6,impulse,12,False,1.0,0.0,0.10427811950559188,3.21,54.65587585573061,9.78803698261136,CHATTER
B0,0.5,0.35,0.02,6,impulse,13,False,1.0,0.0,0.10426004845986127,2.66,54.89749912801147,9.479456128663056,CHATTER
B0,0.5,0.35,0.02,6,impulse,14,False,1.0,0.0,0.10440327056953988,2.27,55.55390368807671,9.77627071921749,CHATTER
B0,0.5,0.35,0.02,6,impulse,15,False,1.0,0.0,0.10453145371463064,2.5300000000000002,56.02127368659052,9.740717051064074,CHATTER
B0,0.5,0.35,0.02,6,impulse,16,False,1.0,0.0,0.10429853390042101,2.92,53.60048948172847,9.834623963076634,CHATTER
B0,0.5,0.35,0.02,6,impulse,17,False,1.0,0.0,0.10430604973635811,3.33,54.05133156780764,9.387177384945037,CHATTER
B0,0.5,0.35,0.02,6,impulse,18,False,1.0,0.0,0.1041802216896107,2.46,55.639648374316394,9.94002251647524,CHATTER
B0,0.5,0.35,0.02,6,impulse,19,False,1.0,0.0,0.1042746671532977,3.73,55.739689640056895,9.762279454483057,CHATTER
B0,0.5,0.35,0.02,6,step,0,False,1.0,0.0,0.10623675163243977,3.94,56.8467432937731,9.290219988476172,CHATTER
B0,0.5,0.35,0.02,6,step,1,False,1.0,0.0,0.1054914228545042,3.45,56.71314159928454,9.8625675235049,CHATTER
B0,0.5,0.35,0.02,6,step,2,False,1.0,0.0,0.10597110483260444,2.23,56.13441901188574,9.904657762829014,CHATTER
B0,0.5,0.35,0.02,6,step,3,False,1.0,0.0,0.10589850989508007,3.5100000000000002,57.602470301126466,10.007182705927356,CHATTER
B0,0.5,0.35,0.02,6,step,4,False,1.0,0.0,0.1056900242833583,2.77,55.94111675829311,9.689442894386849,CHATTER
B0,0.5,0.35,0.02,6,step,5,False,1.0,0.0,0.10589995039337015,2.65,56.19046244715894,9.764962893533884,CHATTER
B0,0.5,0.35,0.02,6,step,6,False,1.0,0.0,0.10561799505073395,2.2,57.80115725691033,9.674924053634125,CHATTER
B0,0.5,0.35,0.02,6,step,7,False,1.0,0.0,0.10520486830836832,2.38,58.68459688473623,9.7566101759157,CHATTER
B0,0.5,0.35,0.02,6,step,8,False,1.0,0.0,0.10557457143282349,2.94,57.90822259672891,10.080268932984234,CHATTER
B0,0.5,0.35,0.02,6,step,9,False,1.0,0.0,0.10586492189659834,3.56,57.97338763296551,10.002240540937649,CHATTER
B0,0.5,0.35,0.02,6,step,10,False,1.0,0.0,0.10591013390477969,2.08,56.823258672084016,9.736156476759753,CHATTER
B0,0.5,0.35,0.02,6,step,11,False,1.0,0.0,0.10539930869117216,3.43,57.19753916938562,10.099789879657973,CHATTER
B0,0.5,0.35,0.02,6,step,12,False,1.0,0.0,0.10547744052894958,2.68,56.92987500315234,9.797078751367852,CHATTER
B0,0.5,0.35,0.02,6,step,13,False,1.0,0.0,0.10550361700133935,2.74,57.32253103336542,9.482909821378184,CHATTER
B0,0.5,0.35,0.02,6,step,14,False,1.0,0.0,0.10567264793636015,3.5700000000000003,57.73662591503397,9.781951622195713,CHATTER
B0,0.5,0.35,0.02,6,step,15,False,1.0,0.0,0.10584352672094802,2.02,58.17565599327223,9.742746520266458,CHATTER
B0,0.5,0.35,0.02,6,step,16,False,1.0,0.0,0.10560397233955705,3.2,55.895208608756505,9.836909160493544,CHATTER
B0,0.5,0.35,0.02,6,step,17,False,1.0,0.0,0.10559890485068088,3.06,56.4581869094348,9.400324441020967,CHATTER
B0,0.5,0.35,0.02,6,step,18,False,1.0,0.0,0.10540760522430158,2.31,57.91345176886705,9.942100453770825,CHATTER
B0,0.5,0.35,0.02,6,step,19,False,1.0,0.0,0.10557120617690649,2.11,57.991173442498834,9.769410624915247,CHATTER
B0,0.5,0.35,0.05,0,impulse,0,False,1.0,0.0,0.10304169470001945,2.98,32.525137777564716,36.178409975665616,CHATTER
B0,0.5,0.35,0.05,0,impulse,1,False,1.0,0.0,0.10097960999328838,2.34,36.32777670986585,40.31450125039907,CHATTER
B0,0.5,0.35,0.05,0,impulse,2,False,1.0,0.0,0.10226019856984074,2.14,34.80577294135343,39.636093718764506,CHATTER
B0,0.5,0.35,0.05,0,impulse,3,False,1.0,0.0,0.10198495558930863,2.6,34.47509227406961,39.79814913693768,CHATTER
B0,0.5,0.35,0.05,0,impulse,4,False,1.0,0.0,0.10162546020882156,2.6,36.299519620185734,39.458553084956364,CHATTER
B0,0.5,0.35,0.05,0,impulse,5,False,1.0,0.0,0.10228183645435354,3.59,35.80529751206483,39.8813791616583,CHATTER
B0,0.5,0.35,0.05,0,impulse,6,False,1.0,0.0,0.10156775269411389,3.46,36.45620814181256,39.58313531736439,CHATTER
B0,0.5,0.35,0.05,0,impulse,7,False,1.0,0.0,0.10010160123036554,2.82,36.77684512628774,39.246521547966005,CHATTER
B0,0.5,0.35,0.05,0,impulse,8,False,1.0,0.0,0.1014575523104647,2.58,35.75332215308374,40.81354292579412,CHATTER
B0,0.5,0.35,0.05,0,impulse,9,False,1.0,0.0,0.10198742462092464,3.18,35.83241914247257,40.515078206086194,CHATTER
B0,0.5,0.35,0.05,0,impulse,10,False,1.0,0.0,0.10206007045567048,3.46,34.090208831704615,38.97395012369133,CHATTER
B0,0.5,0.35,0.05,0,impulse,11,False,1.0,0.0,0.1011770534066613,3.15,35.62105941564624,40.30374628216403,CHATTER
B0,0.5,0.35,0.05,0,impulse,12,False,1.0,0.0,0.10139565337080482,3.21,36.015163344611985,39.45074437267678,CHATTER
B0,0.5,0.35,0.05,0,impulse,13,False,1.0,0.0,0.1011462258384047,2.66,34.82718600922584,37.43571138838325,CHATTER
B0,0.5,0.35,0.05,0,impulse,14,False,1.0,0.0,0.10166184312633765,2.27,35.46017548220414,39.79703622839263,CHATTER
B0,0.5,0.35,0.05,0,impulse,15,False,1.0,0.0,0.10194830906131123,2.5300000000000002,35.15785798142782,38.89577220288703,CHATTER
B0,0.5,0.35,0.05,0,impulse,16,False,1.0,0.0,0.10133052468581377,2.92,35.77664767240857,39.72617244833572,CHATTER
B0,0.5,0.35,0.05,0,impulse,17,False,1.0,0.0,0.10138401572442997,3.33,34.673392217519435,37.15339446202118,CHATTER
B0,0.5,0.35,0.05,0,impulse,18,False,1.0,0.0,0.10097554650109487,2.46,36.33200698549084,40.65845091641554,CHATTER
B0,0.5,0.35,0.05,0,impulse,19,False,1.0,0.0,0.10121113422658973,3.73,35.5611753237491,38.73196687235225,CHATTER
B0,0.5,0.35,0.05,0,step,0,False,1.0,0.0,0.1045018879049788,3.94,34.55252315327309,36.17795016843276,CHATTER
B0,0.5,0.35,0.05,0,step,1,False,1.0,0.0,0.10242214682891881,3.45,38.32147703181475,40.3194161579265,CHATTER
B0,0.5,0.35,0.05,0,step,2,False,1.0,0.0,0.10387226464673614,2.23,36.83500428989945,39.62973403669609,CHATTER
B0,0.5,0.35,0.05,0,step,3,False,1.0,0.0,0.10354300255909914,3.5100000000000002,36.53888000475983,39.81042404360331,CHATTER
B0,0.5,0.35,0.05,0,step,4,False,1.0,0.0,0.1029323678680581,2.77,38.36662806653325,39.46153520164319,CHATTER
B0,0.5,0.35,0.05,0,step,5,False,1.0,0.0,0.10360414034193195,2.65,37.927601852363395,39.898268879106816,CHATTER
B0,0.5,0.35,0.05,0,step,6,False,1.0,0.0,0.10276088955255269,2.2,38.491950820629434,39.582182065975715,CHATTER
B0,0.5,0.35,0.05,0,step,7,False,1.0,0.0,0.10154061209791128,2.38,38.850885074242655,39.23763133190803,CHATTER
B0,0.5,0.35,0.05,0,step,8,False,1.0,0.0,0.10257679452029816,2.94,37.89602962905979,40.820996590658645,CHATTER
B0,0.5,0.35,0.05,0,step,9,False,1.0,0.0,0.10343141604613239,3.56,37.92223617111313,40.517485861132684,CHATTER
B0,0.5,0.35,0.05,0,step,10,False,1.0,0.0,0.10354809493543472,2.08,36.14733015493221,38.98321597063363,CHATTER
B0,0.5,0.35,0.05,0,step,11,False,1.0,0.0,0.10217096891993568,3.43,37.6897249474615,40.307500422226106,CHATTER
B0,0.5,0.35,0.05,0,step,12,False,1.0,0.0,0.10249375151282901,2.68,38.0532918181972,39.46216469537699,CHATTER
B0,0.5,0.35,0.05,0,step,13,False,1.0,0.0,0.10232946019246518,2.74,36.943943059111945,37.42813621721931,CHATTER
B0,0.5,0.35,0.05,0,step,14,False,1.0,0.0,0.10296005033411008,3.5700000000000003,37.43238975478052,39.80304278505078,CHATTER
B0,0.5,0.35,0.05,0,step,15,False,1.0,0.0,0.10331498454509684,2.02,37.22164977710653,38.903132939672254,CHATTER
B0,0.5,0.35,0.05,0,step,16,False,1.0,0.0,0.10266741254531773,3.2,37.87457667177371,39.72399261805439,CHATTER
B0,0.5,0.35,0.05,0,step,17,False,1.0,0.0,0.1027003703952505,3.06,36.78868157576336,37.17113435932825,CHATTER
B0,0.5,0.35,0.05,0,step,18,False,1.0,0.0,0.10213405231421267,2.31,38.36960584945316,40.65284947795403,CHATTER
B0,0.5,0.35,0.05,0,step,19,False,1.0,0.0,0.10254650966396302,2.11,37.636742339711894,38.74258639591748,CHATTER
B0,0.5,0.35,0.05,2,impulse,0,False,1.0,0.0,0.10379290771306499,2.98,38.703372574391636,36.35072044246089,CHATTER
B0,0.5,0.35,0.05,2,impulse,1,False,1.0,0.0,0.10180550328853262,2.34,42.55000063690198,39.754238923656374,CHATTER
B0,0.5,0.35,0.05,2,impulse,2,False,1.0,0.0,0.10301668550395245,2.14,40.87182601664713,39.47339159601742,CHATTER
B0,0.5,0.35,0.05,2,impulse,3,False,1.0,0.0,0.1027455757636069,2.6,41.01280869915332,40.15449992604123,CHATTER
B0,0.5,0.35,0.05,2,impulse,4,False,1.0,0.0,0.10241579407060467,2.6,42.86657071864409,39.43053646114647,CHATTER
B0,0.5,0.35,0.05,2,impulse,5,False,1.0,0.0,0.10303814351768437,3.59,42.12749933097019,39.917843717637204,CHATTER
B0,0.5,0.35,0.05,2,impulse,6,False,1.0,0.0,0.10235509615635117,3.46,43.01969587509447,39.3627127833055,CHATTER
B0,0.5,0.35,0.05,2,impulse,7,False,1.0,0.0,0.10093634739584831,2.82,43.632016767740836,39.072339611170364,CHATTER
B0,0.5,0.35,0.05,2,impulse,8,False,1.0,0.0,0.10225556267162465,2.58,42.45465521205459,41.26877919129583,CHATTER
B0,0.5,0.35,0.05,2,impulse,9,False,1.0,0.0,0.1027541172411613,3.18,42.03359414538883,40.194393327468276,CHATTER
B0,0.5,0.35,0.05,2,impulse,10,False,1.0,0.0,0.1028400105326863,3.46,40.279441964622436,39.13394114840836,CHATTER
B0,0.5,0.35,0.05,2,impulse,11,False,1.0,0.0,0.10198160556482949,3.15,42.05411838230134,40.53610236620177,CHATTER
B0,0.5,0.35,0.05,2,impulse,12,False,1.0,0.0,0.10218633258999014,3.21,42.9277927221482,39.364977810512435,CHATTER
B0,0.5,0.35,0.05,2,impulse,13,False,1.0,0.0,0.10196038667634251,2.66,41.274026918754835,37.67339528323253,CHATTER
B0,0.5,0.35,0.05,2,impulse,14,False,1.0,0.0,0.10244938734188853,2.27,41.82125003514865,40.051416819845294,CHATTER
B0,0.5,0.35,0.05,2,impulse,15,False,1.0,0.0,0.10272622886555206,2.5300000000000002,41.92731717447376,39.048174348139696,CHATTER
B0,0.5,0.35,0.05,2,impulse,16,False,1.0,0.0,0.10213338622167378,2.92,42.102649016089416,39.73423991120065,CHATTER
B0,0.5,0.35,0.05,2,impulse,17,False,1.0,0.0,0.10217579576981392,3.33,40.90461715376241,36.76512312396209,CHATTER
B0,0.5,0.35,0.05,2,impulse,18,False,1.0,0.0,0.1017889075746189,2.46,42.69871498515008,40.59125454573294,CHATTER
B0,0.5,0.35,0.05,2,impulse,19,False,1.0,0.0,0.10201431392952391,3.73,42.00416693489076,38.69077659902725,CHATTER
B0,0.5,0.35,0.05,2,step,0,False,1.0,0.0,0.10524542479916929,3.94,40.76730778894496,36.35149579435172,CHATTER
B0,0.5,0.35,0.05,2,step,1,False,1.0,0.0,0.10323368136848593,3.45,44.55288532017019,39.75866165122528,CHATTER
B0,0.5,0.35,0.05,2,step,2,False,1.0,0.0,0.10461744374749146,2.23,42.93669017211005,39.468276662525405,CHATTER
B0,0.5,0.35,0.05,2,step,3,False,1.0,0.0,0.10429288686044716,3.5100000000000002,43.12007415417149,40.16654578810022,CHATTER
B0,0.5,0.35,0.05,2,step,4,False,1.0,0.0,0.10371835259630485,2.77,44.98461638619128,39.43377968912255,CHATTER
B0,0.5,0.35,0.05,2,step,5,False,1.0,0.0,0.1043570690957606,2.65,44.31117057365077,39.93771932644908,CHATTER
B0,0.5,0.35,0.05,2,step,6,False,1.0,0.0,0.10354023824949027,2.2,45.07787458918493,39.36085733998067,CHATTER
B0,0.5,0.35,0.05,2,step,7,False,1.0,0.0,0.10237037854592232,2.38,45.78273603071655,39.064451841564434,CHATTER
B0,0.5,0.35,0.05,2,step,8,False,1.0,0.0,0.10337599069289578,2.94,44.662289287011234,41.27905392850804,CHATTER
B0,0.5,0.35,0.05,2,step,9,False,1.0,0.0,0.10419889860647598,3.56,44.15295823332368,40.19858793868797,CHATTER
B0,0.5,0.35,0.05,2,step,10,False,1.0,0.0,0.104322739342955,2.08,42.35402943782102,39.14440859110854,CHATTER
B0,0.5,0.35,0.05,2,step,11,False,1.0,0.0,0.10297800952789517,3.43,44.149311550089045,40.54208540484185,CHATTER
B0,0.5,0.35,0.05,2,step,12,False,1.0,0.0,0.10327475951540924,2.68,45.00322251390603,39.37568225946574,CHATTER
B0,0.5,0.35,0.05,2,step,13,False,1.0,0.0,0.10314054144883919,2.74,43.455988512755994,37.66590649199016,CHATTER
B0,0.5,0.35,0.05,2,step,14,False,1.0,0.0,0.1037317954176689,3.5700000000000003,43.814945103901195,40.05677342339162,CHATTER
B0,0.5,0.35,0.05,2,step,15,False,1.0,0.0,0.10408809149412755,2.02,44.0025362400032,39.056778832375656,CHATTER
B0,0.5,0.35,0.05,2,step,16,False,1.0,0.0,0.10346920848737934,3.2,44.24234760977041,39.731734593766774,CHATTER
B0,0.5,0.35,0.05,2,step,17,False,1.0,0.0,0.10348678785904274,3.06,43.09214993832573,36.78357852589908,CHATTER
B0,0.5,0.35,0.05,2,step,18,False,1.0,0.0,0.1029402389657673,2.31,44.76967129068151,40.58767244001239,CHATTER
B0,0.5,0.35,0.05,2,step,19,False,1.0,0.0,0.10334512567984037,2.11,44.10624888244984,38.70153363469858,CHATTER
B0,0.5,0.35,0.05,6,impulse,0,False,1.0,0.0,0.10607317560906972,2.98,71.53067137308804,37.02987016889958,CHATTER
B0,0.5,0.35,0.05,6,impulse,1,False,1.0,0.0,0.10425008135396446,2.34,73.49319882453035,40.55023015314833,CHATTER
B0,0.5,0.35,0.05,6,impulse,2,False,1.0,0.0,0.10525964238551765,2.14,70.31939593672558,40.1956935843554,CHATTER
B0,0.5,0.35,0.05,6,impulse,3,False,1.0,0.0,0.10505176071092405,2.6,73.43918999034177,40.375068437177156,CHATTER
B0,0.5,0.35,0.05,6,impulse,4,False,1.0,0.0,0.10476692763752089,2.6,71.45181418141995,39.427951018199195,CHATTER
B0,0.5,0.35,0.05,6,impulse,5,False,1.0,0.0,0.10528904947385397,3.59,71.33681751612902,40.294598353659175,CHATTER
B0,0.5,0.35,0.05,6,impulse,6,False,1.0,0.0,0.10472557973601367,3.46,76.0015944525467,39.72037587626289,CHATTER
B0,0.5,0.35,0.05,6,impulse,7,False,1.0,0.0,0.1034533671867328,2.82,76.88757483390481,39.57163642594114,CHATTER
B0,0.5,0.35,0.05,6,impulse,8,False,1.0,0.0,0.10466782262583559,2.58,74.97373485678033,41.37657042330978,CHATTER
B0,0.5,0.35,0.05,6,impulse,9,False,1.0,0.0,0.1050978884265764,3.18,76.42443424328309,41.096428862412786,CHATTER
B0,0.5,0.35,0.05,6,impulse,10,False,1.0,0.0,0.1051515159879824,3.46,73.12962776101931,39.92181899771809,CHATTER
B0,0.5,0.35,0.05,6,impulse,11,False,1.0,0.0,0.10438262295166105,3.15,73.95145143333461,40.795781732910925,CHATTER
B0,0.5,0.35,0.05,6,impulse,12,False,1.0,0.0,0.1045334159244588,3.21,73.35692768377412,39.86180967593512,CHATTER
B0,0.5,0.35,0.05,6,impulse,13,False,1.0,0.0,0.10440914467208123,2.66,73.04462318047278,37.95200930032253,CHATTER
B0,0.5,0.35,0.05,6,impulse,14,False,1.0,0.0,0.10481225821088509,2.27,74.96483737395059,39.90395933957379,CHATTER
B0,0.5,0.35,0.05,6,impulse,15,False,1.0,0.0,0.10509812975849617,2.5300000000000002,77.07156153935327,39.590604812215496,CHATTER
B0,0.5,0.35,0.05,6,impulse,16,False,1.0,0.0,0.10453717267064933,2.92,70.95986219117758,39.83577251981795,CHATTER
B0,0.5,0.35,0.05,6,impulse,17,False,1.0,0.0,0.10454275921499637,3.33,71.88090485087098,37.43221858179126,CHATTER
B0,0.5,0.35,0.05,6,impulse,18,False,1.0,0.0,0.10424554978614677,2.46,76.17037351170275,41.10392337905813,CHATTER
B0,0.5,0.35,0.05,6,impulse,19,False,1.0,0.0,0.1044692337439978,3.73,75.60370304003128,39.11414609234322,CHATTER
B0,0.5,0.35,0.05,6,step,0,False,1.0,0.0,0.1075025735503001,3.94,73.75796393739934,37.03385624361788,CHATTER
B0,0.5,0.35,0.05,6,step,1,False,1.0,0.0,0.10564122826350456,3.45,75.53906488072177,40.553495079495846,CHATTER
B0,0.5,0.35,0.05,6,step,2,False,1.0,0.0,0.10683164293109332,2.23,72.52865395621431,40.19207878866834,CHATTER
B0,0.5,0.35,0.05,6,step,3,False,1.0,0.0,0.10657589171485128,3.5100000000000002,75.8855538349976,40.39329360132055,CHATTER
B0,0.5,0.35,0.05,6,step,4,False,1.0,0.0,0.10605957965302033,2.77,73.90362640497032,39.43684825392236,CHATTER
B0,0.5,0.35,0.05,6,step,5,False,1.0,0.0,0.10659837076800091,2.65,73.78693198185968,40.3187787133125,CHATTER
B0,0.5,0.35,0.05,6,step,6,False,1.0,0.0,0.10588878044725125,2.2,78.17806340645133,39.720684646843445,CHATTER
B0,0.5,0.35,0.05,6,step,7,False,1.0,0.0,0.10487435514723653,2.38,79.47681913094706,39.57389137064737,CHATTER
B0,0.5,0.35,0.05,6,step,8,False,1.0,0.0,0.10579077788716217,2.94,77.62706974923537,41.39525480982826,CHATTER
B0,0.5,0.35,0.05,6,step,9,False,1.0,0.0,0.10652996128951224,3.56,78.41895827006257,41.09692923511786,CHATTER
B0,0.5,0.35,0.05,6,step,10,False,1.0,0.0,0.10661118579928985,2.08,75.15164291480335,39.92921592053373,CHATTER
B0,0.5,0.35,0.05,6,step,11,False,1.0,0.0,0.10538207474680503,3.43,76.15527952052024,40.802068877603574,CHATTER
B0,0.5,0.35,0.05,6,step,12,False,1.0,0.0,0.10560057084826294,2.68,75.63920474050524,39.877785763941176,CHATTER
B0,0.5,0.35,0.05,6,step,13,False,1.0,0.0,0.10558750572701629,2.74,75.70455480967868,37.95401309704015,CHATTER
B0,0.5,0.35,0.05,6,step,14,False,1.0,0.0,0.10605423979649416,3.5700000000000003,77.01922156454583,39.91152805106427,CHATTER
B0,0.5,0.35,0.05,6,step,15,False,1.0,0.0,0.10644247651503318,2.02,79.05822414526419,39.58907607460567,CHATTER
B0,0.5,0.35,0.05,6,step,16,False,1.0,0.0,0.1058692469545483,3.2,73.29410899284854,39.83485289114831,CHATTER
B0,0.5,0.35,0.05,6,step,17,False,1.0,0.0,0.10584376088111146,3.06,74.49542616895121,37.45845480906625,CHATTER
B0,0.5,0.35,0.05,6,step,18,False,1.0,0.0,0.10538100902387594,2.31,78.45269401802277,41.10246959783331,CHATTER
B0,0.5,0.35,0.05,6,step,19,False,1.0,0.0,0.10578238858003619,2.11,77.8262818705345,39.1253108430776,CHATTER
B0,0.5,0.7,0.0,0,impulse,0,False,1.0,0.0,0.10308183826891248,2.98,15.53168770660494,3.508958060119646,OK
B0,0.5,0.7,0.0,0,impulse,1,False,1.0,0.0,0.10308177079384286,2.34,15.531726721726237,3.508958011273707,OK
